UniqueID,loan_default
655269,0.23591615290634854
723482,0.29153716222446624
758529,0.2822196744755926
763449,0.3072401664692722
708663,0.3432991004360573
725530,0.3593073079899913
708592,0.4180371133944886
714975,0.28399282608436954
712795,0.3338993265799763
708656,0.3002901380558095
712520,0.13501206821507195
753695,0.29994105622883416
708646,0.23749480540308282
730225,0.16682557518809651
714877,0.2224686061939838
769166,0.30815968127663934
710254,0.14893007911890446
708812,0.34953066630950513
726172,0.3336656313136142
716959,0.31312532305967083
725935,0.34790169317966574
736039,0.45203271366717207
748400,0.4874921320626819
753652,0.2638853256807631
695108,0.2153990036724777
695320,0.06778319171020473
662145,0.228550557752736
688068,0.03129642645092652
662099,0.06701718977477945
723985,0.12538535842119283
757491,0.09667020490395536
688610,0.13434711151687248
733285,0.11423600123383865
722392,0.06962631566709183
689941,0.10675467176973673
662086,0.04439760688637318
662336,0.08786916920755435
662373,0.13970958226097724
662111,0.0630544084306072
711459,0.04923008076516897
662098,0.08326737989790785
729627,0.08140532464623415
729023,0.08859148486591345
698148,0.11530633380563608
662059,0.0855914259246156
662318,0.09148529172155215
662400,0.0233116848554254
745881,0.118704730912326
707400,0.031123559982445228
665203,0.223584285475081
662265,0.11596227253842045
724712,0.07861942756336314
662430,0.12864487656198606
662431,0.1367285590984205
718315,0.1738067239792869
733477,0.23634295725098697
727178,0.12363971012153269
709205,0.03182847592843557
760975,0.10186166413583857
728884,0.04780630075438335
697644,0.1335021034272033
766710,0.216089183540434
743227,0.07720406184220555
728888,0.22966659216956095
760702,0.13405665695442667
677241,0.2935537604575074
728922,0.10638634159798199
728655,0.1259527082935529
751372,0.28698229544483483
741935,0.08898455210918167
728307,0.16445451034694478
717735,0.2691904091269621
702566,0.1175520226613538
757194,0.10400003738376333
727264,0.23536538022548045
767201,0.19684413440084433
756322,0.06524864335361258
728833,0.11138040606994067
710833,0.5205229229414983
742470,0.18909990127136006
697634,0.3303011495695886
702435,0.24671813384953226
761300,0.1969691635636313
734035,0.21065533999331074
728916,0.2762236978100288
728234,0.2456826304762722
747459,0.19809163067508587
742464,0.14461524544454005
728178,0.4060131170496729
756405,0.1403285906528794
729226,0.2262175456460602
729812,0.3343700772720678
761338,0.2414545378729651
710494,0.18235923780457508
764460,0.1310810182639894
710622,0.20067841528506528
756779,0.1971680276941476
712028,0.23127661585787998
756503,0.09990546836006003
767068,0.12222876868893125
756908,0.27306409145338273
756887,0.20755964728038567
766830,0.18114771190699797
750180,0.14630097042801693
654130,0.20444938046137776
718310,0.180518073988571
710116,0.23263767234608995
718090,0.11430740415508182
717738,0.060862223252290196
717763,0.1507951702205768
718122,0.24812708103902298
756482,0.14415148386157411
654116,0.14959314400069432
756860,0.06294427034079172
718369,0.10089376092153089
756598,0.1488976605578227
717871,0.22145380410019494
768065,0.12141222199427029
718014,0.24828983603502666
754576,0.17139405891318993
738611,0.2716486655763617
757087,0.16045394003951705
766961,0.13610241145781224
717826,0.16932108819534952
717843,0.20614371562781267
715776,0.19872704144482606
721686,0.14216045624096002
717640,0.10286229800640291
718049,0.25996105332237374
756661,0.22892983108501613
757067,0.1991044032912636
766290,0.17538978913171843
764814,0.2081038161398975
766918,0.21690366785614512
718041,0.2917290724462262
710788,0.2587528109627812
767614,0.0905338709983352
757168,0.07776676238125231
690608,0.3648986476545789
692926,0.13562243873132399
691329,0.06692380640181501
683899,0.11715340314921165
691102,0.04114147508062968
758084,0.10130946815265224
695277,0.07316419049255574
680791,0.3047746223893927
739107,0.34003998684421116
719142,0.16999257731119724
693504,0.22781436378537095
739745,0.10333220785259381
691131,0.03966736862026102
766835,0.05631870634917153
689547,0.08150208795349839
719266,0.12118896989327109
681174,0.13911061099745645
710506,0.1999896641475329
708686,0.07205720190283835
739254,0.18026782451639956
684079,0.045896956300898344
745880,0.16802562228852383
680848,0.16974394700157347
692316,0.186041149105298
739169,0.07888022069975222
757097,0.08671681083718237
683767,0.04026096232724168
682686,0.12270179095853304
681184,0.18790070233465941
719076,0.08090289316499452
739539,0.06351785812540978
693069,0.09188895841685511
689637,0.1264174655169286
719214,0.1386261191809657
680936,0.07866254690343369
766344,0.18340885712259344
729262,0.16549282512157515
766080,0.041177678793871686
729137,0.22228096548747084
729147,0.27719462620802654
754653,0.11771046153783184
